,article_id,comments,published,title,type,url
3958,739864.0,0.0,2017-01-13,Europameister Deutschland besiegt Ungarn,newswire,http://www.tageswoche.ch/de/2017_2/sport/739864/europameister-deutschland-besiegt-ungarn.htm
3959,739865.0,0.0,2017-01-13,US-Justiz wirft Chicagos Polizei übertriebenen Gewalteinsatz vor,newswire,http://www.tageswoche.ch/de/2017_2/international/739865/us-justiz-wirft-chicagos-polizei-uebertriebenen-gewalteinsatz-vor.htm
3960,739866.0,0.0,2017-01-13,Roman Josi mindestens eine Woche ausser Gefecht,newswire,http://www.tageswoche.ch/de/2017_2/sport/739866/roman-josi-mindestens-eine-woche-ausser-gefecht.htm
3961,739867.0,0.0,2017-01-13,US-Justiz einigt sich auch mit Takata auf Milliardenvergleich,newswire,http://www.tageswoche.ch/de/2017_2/international/739867/us-justiz-einigt-sich-auch-mit-takata-auf-milliardenvergleich.htm
3962,739868.0,0.0,2017-01-13,Am Lauberhorn soll bis zu einem halben Meter Neuschnee fallen,newswire,http://www.tageswoche.ch/de/2017_2/sport/739868/am-lauberhorn-soll-bis-zu-einem-halben-meter-neuschnee-fallen.htm
3963,739869.0,0.0,2017-01-13,Baby-Kidnapping in Florida nach 18 Jahren aufgeklärt,newswire,http://www.tageswoche.ch/de/2017_2/international/739869/baby-kidnapping-in-florida-nach-18-jahren-aufgeklaert.htm
3964,739870.0,0.0,2017-01-14,Alles Wissenswerte über die neue Nintendo-Konsole Switch,blog,http://www.tageswoche.ch/de/blogs/Spieltrieb/739870/alles-wissenswerte-ueber-die-neue-nintendo-konsole-switch.htm
3965,739877.0,0.0,2017-01-13,Genfer vergrössern Abstand auf den Strich,newswire,http://www.tageswoche.ch/de/2017_2/sport/739877/genfer-vergroessern-abstand-auf-den-strich.htm
3966,739878.0,0.0,2017-01-13,Schwede Bengtsson gewinnt Goldene Trommel in Basel,newswire,http://www.tageswoche.ch/de/2017_2/sport/739878/schwede-bengtsson-gewinnt-goldene-trommel-in-basel.htm
3967,739880.0,0.0,2017-01-13,Goran Karanovic mit Kreuzbandriss,newswire,http://www.tageswoche.ch/de/2017_2/sport/739880/goran-karanovic-mit-kreuzbandriss.htm
3968,739882.0,0.0,2017-01-13,US-Gericht befasst sich mit Biosimilar-Streit von Novartis,newswire,http://www.tageswoche.ch/de/2017_2/international/739882/us-gericht-befasst-sich-mit-biosimilar-streit-von-novartis.htm
3969,739883.0,0.0,2017-01-13,US-Kongress macht weiteren Schritt zur Abschaffung von «Obamacare»,newswire,http://www.tageswoche.ch/de/2017_2/international/739883/us-kongress-macht-weiteren-schritt-zur-abschaffung-von-obamacare.htm
3970,739884.0,0.0,2017-01-14,Autor des Romans «Der Exorzist» im Alter von 89 Jahren gestorben,newswire,http://www.tageswoche.ch/de/2017_2/kultur/739884/autor-des-romans-der-exorzist-im-alter-von-89-jahren-gestorben.htm
3971,739885.0,0.0,2017-01-14,US-Behörde brummt Moody's im Ratingstreit Millionenstrafe auf,newswire,http://www.tageswoche.ch/de/2017_2/international/739885/us-behoerde-brummt-moody-s-im-ratingstreit-millionenstrafe-auf.htm
3972,739886.0,0.0,2017-01-14,Italienische Küstenwache rettet 550 Flüchtlinge von Schlauchbooten,newswire,http://www.tageswoche.ch/de/2017_2/international/739886/italienische-kuestenwache-rettet-550-fluechtlinge-von-schlauchbooten.htm
3973,739887.0,0.0,2017-01-14,"Stars, Prestige und politische Probleme",newswire,http://www.tageswoche.ch/de/2017_2/sport/739887/stars-prestige-und-politische-probleme.htm
3974,739888.0,1.0,2017-01-14,Fünf mutmassliche IS-Anhänger in Spanien und Ungarn festgenommen,newswire,http://www.tageswoche.ch/de/2017_2/international/739888/fuenf-mutmassliche-is-anhaenger-in-spanien-und-ungarn-festgenommen.htm
