,article_id,published,type,Seite,Seitenaufrufe,Einzelne Seitenaufrufe,Durchschn Besuchszeit auf Seite,Einstiege,Absprungrate,% Ausstiege,Seitenwert,section
3134,716618.0,2016-04-14,news,kultur/716618,11.0,10.0,00:06:28,8.0,"75,00 %","63,64 %","0,00 CHF",kultur
3135,716532.0,2016-04-13,news,schweiz/716532,11.0,11.0,00:00:42,10.0,"100,00 %","90,91 %","0,00 CHF",schweiz
3136,717324.0,2016-04-21,news,sport/717324,11.0,9.0,00:06:25,9.0,"66,67 %","63,64 %","0,00 CHF",sport
3137,718120.0,2016-05-04,news,basel/718120,11.0,9.0,00:06:42,2.0,"0,00 %","36,36 %","0,00 CHF",basel
3138,717647.0,2016-04-25,news,sport/717647,11.0,11.0,00:14:20,11.0,"90,91 %","90,91 %","0,00 CHF",sport
3139,718246.0,2016-05-04,news,international/718246,11.0,8.0,00:00:31,7.0,"85,71 %","72,73 %","0,00 CHF",international
3140,719161.0,2016-05-12,news,basel/719161,11.0,11.0,00:09:18,10.0,"100,00 %","90,91 %","0,00 CHF",basel
3141,719316.0,2016-05-16,news,basel/719316,11.0,9.0,00:03:57,5.0,"80,00 %","54,55 %","0,00 CHF",basel
3142,720394.0,2016-05-27,news,international/720394,11.0,11.0,00:19:53,9.0,"100,00 %","90,91 %","0,00 CHF",international
3143,720248.0,2016-05-26,news,sport/720248,11.0,11.0,00:02:01,6.0,"83,33 %","54,55 %","0,00 CHF",sport
3144,720590.0,2016-05-30,news,basel/720590,11.0,10.0,00:00:07,8.0,"87,50 %","72,73 %","0,00 CHF",basel
3145,720640.0,2016-05-31,news,basel/720640,11.0,9.0,00:00:36,6.0,"83,33 %","63,64 %","0,00 CHF",basel
3146,722141.0,2016-06-16,news,kultur/722141,11.0,10.0,00:02:02,7.0,"85,71 %","54,55 %","0,00 CHF",kultur
3147,722184.0,2016-06-16,news,sport/722184,11.0,8.0,00:04:32,7.0,"57,14 %","45,45 %","0,00 CHF",sport
3148,722371.0,2016-06-17,newswire,sport/722371,11.0,10.0,00:03:27,5.0,"80,00 %","54,55 %","0,00 CHF",sport
3149,722568.0,2016-06-20,news,basel/722568,11.0,10.0,00:05:00,9.0,"88,89 %","72,73 %","0,00 CHF",basel
3150,722802.0,2016-06-23,news,basel/722802,11.0,11.0,00:01:37,11.0,"90,91 %","90,91 %","0,00 CHF",basel
3151,722883.0,2016-06-23,news,basel/722883,11.0,11.0,00:01:02,1.0,"100,00 %","18,18 %","0,00 CHF",basel
3152,723037.0,2016-06-25,news,kultur/723037,11.0,9.0,00:09:26,6.0,"83,33 %","72,73 %","0,00 CHF",kultur
3153,723556.0,2016-06-30,newswire,basel/723556,11.0,10.0,00:00:56,4.0,"75,00 %","36,36 %","0,00 CHF",basel
3154,723679.0,2016-07-02,newswire,international/723679,11.0,11.0,00:00:34,1.0,"100,00 %","18,18 %","0,00 CHF",international
3155,723737.0,2016-07-03,newswire,international/723737,11.0,10.0,00:00:43,0.0,"0,00 %","0,00 %","0,00 CHF",international
3156,723741.0,2016-07-03,newswire,international/723741,11.0,10.0,00:01:36,1.0,"100,00 %","36,36 %","0,00 CHF",international
3157,723764.0,2016-07-03,newswire,international/723764,11.0,8.0,00:00:54,0.0,"0,00 %","27,27 %","0,00 CHF",international
3158,723781.0,2016-07-04,newswire,international/723781,11.0,11.0,00:03:07,0.0,"0,00 %","27,27 %","0,00 CHF",international
3159,723762.0,2016-07-03,newswire,kultur/723762,11.0,11.0,00:00:42,0.0,"0,00 %","36,36 %","0,00 CHF",kultur
3160,723565.0,2016-06-30,newswire,schweiz/723565,11.0,10.0,00:01:26,1.0,"0,00 %","9,09 %","0,00 CHF",schweiz
3161,723626.0,2016-07-01,newswire,schweiz/723626,11.0,11.0,00:03:34,0.0,"0,00 %","27,27 %","0,00 CHF",schweiz
3162,723651.0,2016-07-01,newswire,schweiz/723651,11.0,11.0,00:01:12,6.0,"100,00 %","63,64 %","0,00 CHF",schweiz
