,topic_id,count,pageviews,average,median,min,max,level0,level1,level2,level3,title
576,667,1,952,952.0,952.0,952,952,Restaurant: Küche,Küche: Gut bürgerlich,,,Küche: Gut bürgerlich
577,814,1,902,902.0,902.0,902,902,Politik,Abstimmungen & Wahlen,Abstimmungs-Spickzettel,,Abstimmungs-Spickzettel
578,810,1,76,76.0,76.0,76,76,_Zeitgeschichte,Honoraraffäre,,,Honoraraffäre
579,807,1,1036,1036.0,1036.0,1036,1036,_Textformen & feste Rubriken,Hazel Unchained,,,Hazel Unchained
580,802,1,528,528.0,528.0,528,528,Medien,WOZ,,,WOZ
581,801,1,149,149.0,149.0,149,149,Sport,Olympische Spiele,Olympische Winterspiele 2014,,Olympische Winterspiele 2014
582,797,1,832,832.0,832.0,832,832,_Länder,Europa,Lettland,,Lettland
583,787,1,252,252.0,252.0,252,252,_Länder,Südamerika,Ecuador,,Ecuador
584,149,1,1370,1370.0,1370.0,1370,1370,_Firmen,UBS,,,UBS
585,766,1,1256,1256.0,1256.0,1256,1256,Kultur,Literatur & Lyrik,Basler Buchtipp,,Basler Buchtipp
586,764,1,310,310.0,310.0,310,310,Sport,Fussball,FC Aarau,,FC Aarau
587,762,1,258,258.0,258.0,258,258,_Länder,Asien,Bangladesch,,Bangladesch
588,757,1,1304,1304.0,1304.0,1304,1304,Sport,American Football,,,American Football
589,753,1,1014,1014.0,1014.0,1014,1014,Politik,_Parteien,EVP,,EVP
590,752,1,27387,27387.0,27387.0,27387,27387,_Länder,Naher Osten,Jordanien,,Jordanien
591,743,1,791,791.0,791.0,791,791,_Textformen & feste Rubriken,Adventskalender,,,Adventskalender
592,737,1,150,150.0,150.0,150,150,Sport,Fussball,Euro 2020,,Euro 2020
593,312,1,199,199.0,199.0,199,199,_Länder,Europa,Irland,,Irland
594,730,1,4316,4316.0,4316.0,4316,4316,_Personen,Murat Yakin,,,Murat Yakin
595,724,1,46,46.0,46.0,46,46,_Länder,Südamerika,Argentinien,,Argentinien
596,723,1,1693,1693.0,1693.0,1693,1693,_Länder,Südamerika,Venezuela,,Venezuela
597,191,1,5057,5057.0,5057.0,5057,5057,_Firmen,Sandoz,,,Sandoz
598,705,1,2448,2448.0,2448.0,2448,2448,Restaurant: Ambiente,Ambiente: American Restaurant,,,Ambiente: American Restaurant
599,682,1,712,712.0,712.0,712,712,Restaurant: Küche,Küche: Portugiesisch,,,Küche: Portugiesisch
600,680,1,972,972.0,972.0,972,972,Restaurant: Küche,Küche: Marokkanisch,,,Küche: Marokkanisch
601,676,1,3175,3175.0,3175.0,3175,3175,Restaurant: Küche,Küche: Pizzeria,,,Küche: Pizzeria
602,674,1,2448,2448.0,2448.0,2448,2448,Restaurant: Küche,Küche: Mexikanisch,,,Küche: Mexikanisch
603,668,1,2264,2264.0,2264.0,2264,2264,Restaurant: Küche,Küche: Hamburger,,,Küche: Hamburger
604,1050,1,41,41.0,41.0,41,41,_Länder,Südamerika,Kolumbien,,Kolumbien
