,article_id,published,type
423,713660.0,2016-03-10,news
424,727669.0,2016-08-20,newswire
425,726306.0,2016-08-05,newswire
426,724792.0,2016-07-20,news
427,678431.0,2015-01-20,newswire
428,725798.0,2016-07-29,news
429,727150.0,2016-08-15,newswire
430,727922.0,2016-08-25,news
431,728501.0,2016-08-30,news
432,726853.0,2016-08-11,newswire
433,727618.0,2016-08-19,newswire
434,563639.0,2013-07-29,news
435,726107.0,2016-08-05,news
436,727291.0,2016-08-16,newswire
437,686612.0,2015-04-30,news
438,718067.0,2016-04-30,news
439,727377.0,2016-08-19,news
440,727893.0,2016-08-23,news
441,666652.0,2014-08-25,news
442,725651.0,2016-07-28,news
443,727927.0,2016-08-24,newswire
444,448112.0,2012-08-11,news
445,728581.0,2016-08-31,news
446,529953.0,2013-04-08,news
447,649924.0,2014-03-08,news
448,726613.0,2016-08-09,newswire
449,727680.0,2016-08-25,news
450,670979.0,2014-10-19,news
451,680984.0,2015-02-22,news
452,727499.0,2016-08-18,newswire
453,560836.0,2013-07-16,news
454,727403.0,2016-08-17,newswire
455,696958.0,2015-08-26,news
456,698912.0,2015-09-21,news
457,720594.0,2016-06-02,news
458,727145.0,2016-08-15,newswire
459,659510.0,2014-05-30,news
460,727889.0,2016-08-23,news
461,727958.0,2016-08-31,news
462,705926.0,2015-12-09,news
463,728636.0,2016-08-31,newswire
464,727666.0,2016-08-20,newswire
465,516444.0,2013-02-27,news
466,704852.0,2015-11-28,news
467,727727.0,2016-08-21,newswire
468,727930.0,2016-08-23,newswire
469,689884.0,2015-06-04,news
470,726587.0,2016-08-09,newswire
471,686316.0,2015-04-27,news
472,726300.0,2016-08-05,newswire
473,584941.0,2013-10-03,news
474,686761.0,2015-05-06,news
475,675766.0,2014-12-13,news
476,726905.0,2016-08-12,newswire
477,449438.0,2012-08-17,news
478,728052.0,2016-08-24,newswire
479,415270.0,2012-04-14,news
480,726606.0,2016-08-09,newswire
481,728533.0,2016-08-30,newswire
482,686580.0,2015-04-28,news
483,715832.0,2016-04-08,news
484,726646.0,2016-08-09,newswire
485,412858.0,2012-04-05,news
486,528688.0,2013-04-04,news
487,727938.0,2016-08-23,newswire
488,713696.0,2016-03-09,news
489,726060.0,2016-08-03,news
490,725739.0,2016-07-30,news
491,728214.0,2016-08-26,newswire
492,699085.0,2015-09-21,news
493,725718.0,2016-07-28,newswire
