,topic_id,count,pageviews,average,level0,level1,level2,level3,title
341,776,17,5602,329.52941176470586,_Quartiere,Bruderholz,,,Bruderholz
342,749,17,1052,61.88235294117647,Lokales,Fasnacht,Basler Fasnacht 2013,,Basler Fasnacht 2013
343,623,17,4157,244.52941176470588,Kultur,Poetry Slam,,,Poetry Slam
344,419,17,2477,145.7058823529412,Bildung,Kindergarten,,,Kindergarten
345,654,17,4779,281.11764705882354,Kultur,Archäologie,,,Archäologie
346,338,17,8639,508.1764705882353,Bildung,Fachhochschulen,,,Fachhochschulen
347,925,16,57139,3571.1875,Wochenthema,Wochenthema Feminismus,,,Wochenthema Feminismus
348,281,16,4604,287.75,_Länder,Europa,Spanien,,Spanien
349,250,16,4582,286.375,Gesellschaft,Rauchen,,,Rauchen
350,40,16,16362,1022.625,Veranstaltung,Party Veranstaltung,,,Party Veranstaltung
351,277,16,3648,228.0,Gesellschaft,Hooliganismus,,,Hooliganismus
352,991,16,7645,477.8125,Kultur,Literatur & Lyrik,BuchBasel,,BuchBasel
353,264,16,12020,751.25,Unglücksfälle und Verbrechen,Organisierte Kriminalität,,,Organisierte Kriminalität
354,734,16,5684,355.25,Lokales,Herbstmesse,,,Herbstmesse
355,139,16,7967,497.9375,_Länder,Südamerika,,,Südamerika
356,420,16,19820,1238.75,_Länder,Europa,Ungarn,,Ungarn
357,412,16,7294,455.875,_Feiertage,,,,_Feiertage
358,962,16,29575,1848.4375,Verbrechen,,,,Verbrechen
359,942,15,3640,242.66666666666666,Wochenthema,Wochenthema Verkehrskonzept,,,Wochenthema Verkehrskonzept
360,996,15,6725,448.3333333333333,_Zeitgeschichte,20 Jahre Dayton-Abkommen,,,20 Jahre Dayton-Abkommen
361,803,15,7540,502.6666666666667,_Quartiere,Breite,,,Breite
362,502,15,11376,758.4,Gesellschaft,Sexismus,,,Sexismus
363,1037,15,18924,1261.6,Sport,Fussball,Schweizerischer Fussball-Verband SFV,,Schweizerischer Fussball-Verband SFV
364,842,15,8158,543.8666666666667,Sprache,,,,Sprache
365,892,15,1926,128.4,Politik,Internationale Organisationen,OSZE,,OSZE
366,154,15,8402,560.1333333333333,Wirtschaft,KMU,,,KMU
367,222,15,1848,123.2,_Länder,Naher Osten,Israel,,Israel
368,801,15,801,53.4,Sport,Olympische Spiele,Olympische Winterspiele 2014,,Olympische Winterspiele 2014
369,5,14,6721,480.07142857142856,_Länder,,,,_Länder
370,870,14,1996,142.57142857142858,_Zeitgeschichte,Wagenplatz,,,Wagenplatz
371,483,14,6466,461.85714285714283,Politik,Schweizerische Nationalbank,,,Schweizerische Nationalbank
372,959,14,17954,1282.4285714285713,Kultur,Messen,Liste,,Liste
373,125,14,13954,996.7142857142857,Region der Schweiz,Kanton Zürich,,,Kanton Zürich
374,59,14,7850,560.7142857142857,Kino,Komödie Film,,,Komödie Film
375,727,14,11494,821.0,_Länder,Europa,Kroatien,,Kroatien
376,352,14,9741,695.7857142857143,Digital,Twitter,,,Twitter
377,223,14,7144,510.2857142857143,_Länder,Asien,Iran,,Iran
378,27,14,5662,404.42857142857144,Sport,Basketball,,,Basketball
379,790,13,10432,802.4615384615385,_Textformen & feste Rubriken,TagesWoche Mittendrin,,,TagesWoche Mittendrin
380,471,13,6659,512.2307692307693,Politik,_Themen,Sozialwerke,Pensionskasse,Pensionskasse
381,1025,13,25125,1932.6923076923076,Lifestyle,Reisen,Sommerserie: Besuch in Basel,,Sommerserie: Besuch in Basel
382,726,13,2884,221.84615384615384,_Länder,Europa,Albanien,,Albanien
383,813,13,839,64.53846153846153,Politik,Abstimmungen & Wahlen,Abstimmungen vom 9. Februar 2014,,Abstimmungen vom 9. Februar 2014
384,1014,13,8871,682.3846153846154,Parkplätze,,,,Parkplätze
385,438,13,4041,310.84615384615387,Umwelt & Natur,Giftmüll,,,Giftmüll
386,408,12,15598,1299.8333333333333,Sport,Fussball,FC Lausanne-Sport,,FC Lausanne-Sport
387,43,12,4335,361.25,Veranstaltung,Zirkus Veranstaltung,,,Zirkus Veranstaltung
388,217,12,3265,272.0833333333333,Naturereignisse,Erdbeben,,,Erdbeben
389,21,12,3680,306.6666666666667,_Zeitgeschichte,Finanzkrise,,,Finanzkrise
390,373,12,20883,1740.25,_Personen,Sebastian Frehner,,,Sebastian Frehner
391,536,12,3330,277.5,_Textformen & feste Rubriken,,,,_Textformen & feste Rubriken
392,947,12,8550,712.5,_Länder,Asien,Vietnam,,Vietnam
393,1015,12,23596,1966.3333333333333,Grundeinkommen,,,,Grundeinkommen
394,547,12,2284,190.33333333333334,Wirtschaft,Uhrenindustrie,,,Uhrenindustrie
395,883,12,8328,694.0,Gesellschaft,Rassismus,Basel zeigt Haltung,,Basel zeigt Haltung
396,557,12,9004,750.3333333333334,_Feiertage,1. August,,,1. August
397,720,12,1540,128.33333333333334,Politik,Abstimmungen & Wahlen,Regierungsratswahlen BS 2012,,Regierungsratswahlen BS 2012
398,889,12,581,48.416666666666664,Andi Gross,,,,Andi Gross
399,909,12,2645,220.41666666666666,Kultur,Kulturjahr,,,Kulturjahr
400,740,12,29350,2445.8333333333335,_Länder,Naher Osten,Palästina,,Palästina
401,946,12,7665,638.75,_Zeitgeschichte,40 Jahre Vietnamkrieg,,,40 Jahre Vietnamkrieg
402,923,12,5520,460.0,Lokales,Stadtentwicklung,Wochenthema Hochhäuser,,Wochenthema Hochhäuser
403,585,12,2118,176.5,Sport,Badminton,,,Badminton
404,968,12,17230,1435.8333333333333,Lokales,Stadtentwicklung,Basler Plätze,,Basler Plätze
405,592,11,2354,214.0,Sport,Curling,,,Curling
406,806,11,1732,157.45454545454547,_Textformen & feste Rubriken,Jahresrückblick 2013,,,Jahresrückblick 2013
407,601,11,955,86.81818181818181,_Textformen & feste Rubriken,Wochengedicht,,,Wochengedicht
408,693,11,19546,1776.909090909091,Restaurant: Ambiente,,,,Restaurant: Ambiente
409,1010,11,10203,927.5454545454545,_Zeitgeschichte,Panama Papers,,,Panama Papers
410,500,11,7798,708.9090909090909,Gesellschaft,Jugendschutz,,,Jugendschutz
411,490,11,2011,182.8181818181818,_Jahreszeiten,Frühling,,,Frühling
412,388,11,2918,265.27272727272725,_Personen,Isaac Reber,,,Isaac Reber
413,509,11,495,45.0,Politik,Internationale Organisationen,,,Internationale Organisationen
414,914,11,1031,93.72727272727273,Sport,Pferdesport,CSI Basel,,CSI Basel
415,665,11,5961,541.9090909090909,Restaurant: Küche,Küche: Gourmet,,,Küche: Gourmet
416,934,11,13227,1202.4545454545455,Wochenthema,Wochenthema Clubszene,,,Wochenthema Clubszene
417,884,11,12800,1163.6363636363637,Medien,Netflix,,,Netflix
418,764,10,3268,326.8,Sport,Fussball,FC Aarau,,FC Aarau
419,361,10,6431,643.1,Medien,Basellandschaftliche Zeitung,,,Basellandschaftliche Zeitung
420,882,10,1321,132.1,Partner: SBB Abenteuer,,,,Partner: SBB Abenteuer
421,66,10,1474,147.4,Kino,Sci-Fi Film,,,Sci-Fi Film
422,956,10,9162,916.2,Kultur,Kunst,Street Art,,Street Art
423,609,10,3127,312.7,Sport,Fussball,Euro 2012,,Euro 2012
424,905,10,5593,559.3,Region,Pratteln,,,Pratteln
425,44,10,6772,677.2,Veranstaltung,Andere Veranstaltung,,,Andere Veranstaltung
426,183,10,4066,406.6,Politik,_Parteien,GLP,,GLP
427,25,10,20636,2063.6,_Länder,Nordamerika,,,Nordamerika
428,339,10,4835,483.5,_Firmen,Coop,,,Coop
429,422,10,18069,1806.9,Medien,NZZ,,,NZZ
430,314,10,4566,456.6,_Länder,Europa,Belgien,,Belgien
431,972,10,2966,296.6,Sport,Klettern,,,Klettern
432,58,10,2478,247.8,Kino,Horror Film,,,Horror Film
433,506,10,2917,291.7,_Länder,Südamerika,Kuba,,Kuba
434,300,10,3472,347.2,_Firmen,Google,,,Google
435,541,10,1498,149.8,_Personen,Wladimir Putin,,,Wladimir Putin
436,744,10,11461,1146.1,_Textformen & feste Rubriken,Jahresrückblick 2012,,,Jahresrückblick 2012
437,99,10,2269,226.9,Region der Schweiz,,,,Region der Schweiz
438,310,10,4588,458.8,_Firmen,Migros,,,Migros
439,510,10,3150,315.0,Politik,Internationale Organisationen,UNO,,UNO
440,231,10,2819,281.9,Wirtschaft,Börse,,,Börse
441,939,9,9806,1089.5555555555557,Energie,Atomkraft,Fessenheim,,Fessenheim
442,401,9,8967,996.3333333333334,Medien,Weltwoche,,,Weltwoche
443,109,9,1191,132.33333333333334,Region der Schweiz,Kanton Graubünden,,,Kanton Graubünden
444,769,9,454,50.44444444444444,Sport,Behindertensport,,,Behindertensport
445,786,9,632,70.22222222222223,Bye-Bye Basel,,,,Bye-Bye Basel
446,824,9,2784,309.3333333333333,Christoph Merian Stiftung,,,,Christoph Merian Stiftung
447,607,9,842,93.55555555555556,Sport,Olympische Spiele,Olympische Spiele 2012,,Olympische Spiele 2012
448,844,9,670,74.44444444444444,Frieden,,,,Frieden
449,57,9,2207,245.22222222222223,Kino,Historischer Film,,,Historischer Film
450,936,9,10542,1171.3333333333333,Der Konsument von Morgen,,,,Der Konsument von Morgen
451,473,9,7387,820.7777777777778,_Firmen,Post,,,Post
452,325,9,1177,130.77777777777777,Aargau,,,,Aargau
453,642,9,759,84.33333333333333,Flug,,,,Flug
454,1032,9,4764,529.3333333333334,Sport,Schwingen,,,Schwingen
455,525,8,6385,798.125,_Personen,Mirjam Ballmer,,,Mirjam Ballmer
456,783,8,336,42.0,Politik,Abstimmungen & Wahlen,Abstimmungen vom 22. September 2013,,Abstimmungen vom 22. September 2013
457,781,8,432,54.0,Fusion BS/BL,,,,Fusion BS/BL
458,334,8,3882,485.25,_Personen,Johann Schneider Ammann,,,Johann Schneider Ammann
459,63,8,2794,349.25,Kino,Musikfilm Film,,,Musikfilm Film
460,910,8,435,54.375,Politik,Abstimmungen & Wahlen,Wahlen BL 2015,,Wahlen BL 2015
461,387,8,525,65.625,_Personen,Urs Wüthrich-Pelloli,,,Urs Wüthrich-Pelloli
462,47,8,2663,332.875,Kino,Action Film,,,Action Film
463,804,8,2872,359.0,_Quartiere,Breite,Autobahn,,Autobahn
464,370,8,409,51.125,_Personen,Carlo Conti,,,Carlo Conti
465,315,8,1270,158.75,_Länder,Europa,Portugal,,Portugal
466,808,8,3739,467.375,Gesellschaft,Generation Slash,,,Generation Slash
467,815,8,48127,6015.875,Wissenschaft,Gender Studies,,,Gender Studies
468,324,8,32405,4050.625,_Länder,Naher Osten,Libanon,,Libanon
469,709,8,3266,408.25,Verkehr,U-Abo,,,U-Abo
470,714,8,2773,346.625,_Länder,Asien,Indien,,Indien
471,721,8,1477,184.625,Politik,Abstimmungen & Wahlen,Grossratswahlen BS 2012,,Grossratswahlen BS 2012
472,736,8,4036,504.5,_Länder,Mittelamerika,,,Mittelamerika
473,439,8,406,50.75,_Länder,Asien,Tibet,,Tibet
474,944,8,3199,399.875,Wochenthema,Wochenthema Fortpflanzungsmedizin,,,Wochenthema Fortpflanzungsmedizin
475,105,8,2231,278.875,Region der Schweiz,Kanton Bern,,,Kanton Bern
476,440,8,24991,3123.875,Gesellschaft,Sekten,,,Sekten
477,938,8,1115,139.375,Wochenthema,Wochenthema Mitwirkung,,,Wochenthema Mitwirkung
478,117,8,1365,170.625,Region der Schweiz,Kanton Solothurn,,,Kanton Solothurn
479,955,8,2601,325.125,_Länder,Naher Osten,Saudi Arabien,,Saudi Arabien
480,68,8,1994,249.25,Kino,Thriller Film,,,Thriller Film
481,619,7,8825,1260.7142857142858,_Länder,Europa,Bulgarien,,Bulgarien
482,150,7,657,93.85714285714286,_Firmen,Credit Suisse,,,Credit Suisse
483,613,7,829,118.42857142857143,Sport,Rudern,,,Rudern
484,445,7,2075,296.42857142857144,_Firmen,Swisscom,,,Swisscom
485,612,7,1665,237.85714285714286,_Zeitgeschichte,Eurokrise,,,Eurokrise
486,906,7,420,60.0,_Zeitgeschichte,Expo Milano,,,Expo Milano
487,182,7,2325,332.14285714285717,Politik,_Parteien,BDP,,BDP
488,331,7,5684,812.0,_Personen,Ueli Maurer,,,Ueli Maurer
489,728,7,2887,412.42857142857144,Sport,Triathlon,,,Triathlon
490,890,7,1519,217.0,Gregor Gysi,,,,Gregor Gysi
491,866,7,662,94.57142857142857,Partner,Partner: SBB Reisen,,,Partner: SBB Reisen
492,722,7,3606,515.1428571428571,_Länder,Europa,Vatikan,,Vatikan
493,468,7,5340,762.8571428571429,Politik,_Themen,Sozialwerke,AHV,AHV
494,1026,7,5733,819.0,Kultur,Museen,Skurrile Museen,,Skurrile Museen
495,710,7,3838,548.2857142857143,Medien,TagesWoche FAQ,,,TagesWoche FAQ
496,586,7,1513,216.14285714285714,_Firmen,Apple,,,Apple
497,730,7,4547,649.5714285714286,_Personen,Murat Yakin,,,Murat Yakin
498,963,7,15938,2276.8571428571427,Sport,Tippspiel,,,Tippspiel
499,559,7,7910,1130.0,Politik,_Organe,,,_Organe
500,556,7,2405,343.57142857142856,_Feiertage,Ostern,,,Ostern
501,553,7,2203,314.7142857142857,Unglücksfälle und Verbrechen,Cyberkriminalität,,,Cyberkriminalität
502,543,7,17579,2511.285714285714,Medien,20 Minuten,,,20 Minuten
503,935,7,1130,161.42857142857142,Wochenthema,Wochenthema Landwirtschaft,,,Wochenthema Landwirtschaft
504,990,7,350,50.0,Politik,Abstimmungen & Wahlen,Bundesratswahlen 2015,,Bundesratswahlen 2015
505,257,7,706,100.85714285714286,_Personen,Sabine Pegoraro,,,Sabine Pegoraro
506,110,7,1275,182.14285714285714,Region der Schweiz,Kanton Jura,,,Kanton Jura
507,926,7,413,59.0,Lokales,Entlastungspaket BS 2015-17,,,Entlastungspaket BS 2015-17
508,34,7,1736,248.0,_Personen,,,,_Personen
509,927,7,281,40.142857142857146,Sport,FC Porto,,,FC Porto
510,534,6,1435,239.16666666666666,Gesellschaft,Sterbehilfe,,,Sterbehilfe
511,107,6,766,127.66666666666667,Region der Schweiz,Kanton Genf,,,Kanton Genf
512,591,6,1282,213.66666666666666,_Personen,Herzog & de Meuron,,,Herzog & de Meuron
513,869,6,1605,267.5,Kultur,Kultur Brasiliens,,,Kultur Brasiliens
514,1043,6,10824,1804.0,_Textformen & feste Rubriken,Wahnsinn Alltag,,,Wahnsinn Alltag
515,867,6,1220,203.33333333333334,_Textformen & feste Rubriken,Monsterwoche,,,Monsterwoche
516,865,6,1393,232.16666666666666,Partner,,,,Partner
517,480,6,482,80.33333333333333,_Länder,Asien,Nordkorea,,Nordkorea
518,853,6,222,37.0,Abstimmungen vom 18. Mai 2014,,,,Abstimmungen vom 18. Mai 2014
519,302,6,1695,282.5,_Personen,Doris Leuthard,,,Doris Leuthard
520,969,6,1136,189.33333333333334,_Länder,Europa,Rumänien,,Rumänien
521,497,6,5742,957.0,_Firmen,Nestlé,,,Nestlé
522,793,6,20482,3413.6666666666665,Medien,Watson,,,Watson
523,716,6,292,48.666666666666664,Gesellschaft,Psychiatrie,KJPK,,KJPK
524,902,6,446,74.33333333333333,_Personen,Vania Alleva,,,Vania Alleva
525,1016,6,9519,1586.5,Erlenmatt,,,,Erlenmatt
526,399,6,2028,338.0,Medien,Radio Basilisk,,,Radio Basilisk
527,393,6,281,46.833333333333336,_Personen,Eric Nussbaumer,,,Eric Nussbaumer
528,146,6,8858,1476.3333333333333,_Firmen,,,,_Firmen
529,630,6,6737,1122.8333333333333,_Textformen & feste Rubriken,Quartierporträt,,,Quartierporträt
530,954,6,590,98.33333333333333,Lifestyle,Ernährung,Essen fürs Auge,,Essen fürs Auge
531,911,6,330,55.0,_Feiertage,Silvester,Ausblick 2015,,Ausblick 2015
532,67,6,1608,268.0,Kino,Sport Film,,,Sport Film
533,49,6,2048,341.3333333333333,Kino,Animation Film,,,Animation Film
534,50,6,1481,246.83333333333334,Kino,Biografie Film,,,Biografie Film
535,597,6,293,48.833333333333336,Sport,Golf,,,Golf
536,173,6,5278,879.6666666666666,_Länder,Asien,Afghanistan,,Afghanistan
537,123,5,770,154.0,Region der Schweiz,Kanton Wallis,,,Kanton Wallis
538,548,5,944,188.8,Wirtschaft,Maschinenindustrie,,,Maschinenindustrie
539,982,5,1587,317.4,_Länder,Europa,Belarus,Weissrussland,Belarus / Weissrussland
540,244,5,279,55.8,_Länder,Europa,Slowenien,,Slowenien
541,551,5,7739,1547.8,_Personen,Rudolf Rechsteiner,,,Rudolf Rechsteiner
542,462,5,425,85.0,Umwelt & Natur,Gentech,,,Gentech
543,499,5,8131,1626.2,Unglücksfälle und Verbrechen,Brand,,,Brand
544,400,5,720,144.0,Medien,Blick,,,Blick
545,810,5,316,63.2,_Zeitgeschichte,Honoraraffäre,,,Honoraraffäre
546,298,5,1111,222.2,_Länder,Afrika,Libyen,,Libyen
547,940,5,7841,1568.2,Wochenthema,Wochenthema Scientology,,,Wochenthema Scientology
548,35,5,35522,7104.4,_Personen,Markus Somm,,,Markus Somm
549,928,5,217,43.4,Politik,Abstimmungen & Wahlen,Abstimmungen 8. März 2015,,Abstimmungen 8. März 2015
550,427,5,2616,523.2,Gesellschaft,Suizid,,,Suizid
551,397,5,496,99.2,_Personen,Maya Graf,,,Maya Graf
552,658,5,4997,999.4,Restaurant: Küche,Küche: Italienisch,,,Küche: Italienisch
553,1038,5,6821,1364.2,Sport,Fussball,Uefa,,Uefa
554,326,5,1228,245.6,Solothurn,,,,Solothurn
555,470,5,11801,2360.2,Politik,_Themen,Sozialwerke,Arbeitslosenversicherung,Arbeitslosenversicherung
556,951,5,535,107.0,Politik,Abstimmungen & Wahlen,Abstimmungen vom 14. Juni 2015,Erbschaftssteuer,Erbschaftssteuer
557,332,5,162,32.4,_Personen,Didier Burkhalter,,,Didier Burkhalter
558,948,5,481,96.2,Wochenthema,Wochenthema Erbschaftssteuer,,,Wochenthema Erbschaftssteuer
559,371,5,392,78.4,_Personen,Anita Fetz,,,Anita Fetz
560,1044,5,15674,3134.8,Erklär-Bär,,,,Erklär-Bär
561,467,5,5028,1005.6,Politik,_Themen,Sozialwerke,Invalidenversicherung,Invalidenversicherung
562,879,5,813,162.6,Sport,Segeln,,,Segeln
563,731,5,653,130.6,Gesellschaft,Gesundheit,Medges,,Medges
564,102,5,327,65.4,Region der Schweiz,Kanton Aargau,,,Kanton Aargau
565,336,5,4392,878.4,_Personen,Angela Merkel,,,Angela Merkel
566,937,4,8399,2099.75,Wochenthema,Wochenthema Frankenstärke,,,Wochenthema Frankenstärke
567,779,4,1437,359.25,Politik,_Themen,Armee,Wehrpflicht,Wehrpflicht
568,140,4,316,79.0,_Länder,Australien/Ozeanien,,,Australien/Ozeanien
569,785,4,252,63.0,Politik,Abstimmungen & Wahlen,1:12-Initiative,,1:12-Initiative
570,119,4,256,64.0,Region der Schweiz,Kanton Tessin,,,Kanton Tessin
571,189,4,5622,1405.5,_Zeitgeschichte,Schweizerhalle-Brand,,,Schweizerhalle-Brand
572,941,4,151,37.75,Wochenthema Filmszene Basel,,,,Wochenthema Filmszene Basel
573,971,4,2622,655.5,Mexiko,,,,Mexiko
574,255,4,257,64.25,Sport,Fussball,Xamax Neuenburg,,Xamax Neuenburg
575,253,4,1339,334.75,_Firmen,Bank Sarasin,,,Bank Sarasin
576,912,4,811,202.75,_Länder,Europa,Slowakei,,Slowakei
577,191,4,6517,1629.25,_Firmen,Sandoz,,,Sandoz
578,843,4,3677,919.25,Linke,,,,Linke
579,807,4,1539,384.75,_Textformen & feste Rubriken,Hazel Unchained,,,Hazel Unchained
580,981,4,1225,306.25,Zwischennutzung,Werkraum Schlotterbeck,,,Werkraum Schlotterbeck
581,524,4,434,108.5,Sport,Doping,,,Doping
582,396,4,233,58.25,_Personen,Elisabeth Schneider-Schneiter,,,Elisabeth Schneider-Schneiter
583,55,4,1082,270.5,Kino,Fantasy Film,,,Fantasy Film
584,533,4,692,173.0,Sport,Snowboard,,,Snowboard
585,330,4,228,57.0,_Personen,Eveline Widmer-Schlumpf,,,Eveline Widmer-Schlumpf
586,335,4,4073,1018.25,_Personen,Barack Obama,,,Barack Obama
587,624,4,144,36.0,Umwelt & Natur,Weltraum,,,Weltraum
588,995,4,279,69.75,_Länder,Europa,Zypern,,Zypern
589,1009,4,1749,437.25,Sport,Unihockey,,,Unihockey
590,486,4,408,102.0,_Personen,Philipp Hildebrand,,,Philipp Hildebrand
591,558,4,1579,394.75,_Feiertage,Silvester,,,Silvester
592,566,4,1298,324.5,Politik,Internationale Organisationen,Nato,,Nato
593,590,4,299,74.75,Sport,Rugby,,,Rugby
594,457,4,181,45.25,Sport,Orientierungslauf,,,Orientierungslauf
595,394,4,150,37.5,_Personen,Thomas de Courten,,,Thomas de Courten
596,599,4,2586,646.5,Politik,_Parteien,Piratenpartei,,Piratenpartei
597,614,4,383,95.75,Sport,Fechten,,,Fechten
598,1022,4,5750,1437.5,Kultur,Kunst,Kunst am Bau,,Kunst am Bau
599,1024,4,4601,1150.25,Kultur,Zirkus,,,Zirkus
600,655,4,469,117.25,_Länder,Afrika,Südafrika,,Südafrika
601,425,4,829,207.25,_Länder,Afrika,Mali,,Mali
602,635,4,688,172.0,Raumfahrt,,,,Raumfahrt
603,54,4,1007,251.75,Kino,Familienfilm Film,,,Familienfilm Film
604,1031,4,2322,580.5,Altersheim,,,,Altersheim
605,757,4,1619,404.75,Sport,American Football,,,American Football
606,756,4,114,28.5,_Textformen & feste Rubriken,Ivan Ergić,,,Ivan Ergić
607,294,4,517,129.25,_Länder,Asien,Burma,,Burma
608,741,3,132,44.0,_Firmen,Glencore,,,Glencore
609,603,3,93,31.0,_Textformen & feste Rubriken,Malenas Welt,,,Malenas Welt
610,375,3,235,78.33333333333333,_Personen,Peter Malama,,,Peter Malama
611,65,3,532,177.33333333333334,Kino,Romanze Film,,,Romanze Film
612,61,3,253,84.33333333333333,Kino,Kurzfilm Film,,,Kurzfilm Film
613,46,3,617,205.66666666666666,Kino,Abenteuer Film,,,Abenteuer Film
614,385,3,154,51.333333333333336,_Personen,Adrian Ballmer,,,Adrian Ballmer
615,200,3,3130,1043.3333333333333,_Länder,Asien,Thailand,,Thailand
616,463,3,449,149.66666666666666,_Länder,Asien,Philippinen,,Philippinen
617,1047,3,6095,2031.6666666666667,Medien,Fernsehen,Serien,,Serien
618,994,3,830,276.6666666666667,_Länder,Afrika,Burkina Faso,,Burkina Faso
619,753,3,1079,359.6666666666667,Politik,_Parteien,EVP,,EVP
620,949,3,161,53.666666666666664,_Länder,Asien,Nepal,,Nepal
621,950,3,253,84.33333333333333,Politik,Abstimmungen & Wahlen,Abstimmungen vom 14. Juni 2015,,Abstimmungen vom 14. Juni 2015
622,896,3,178,59.333333333333336,Politik,Abstimmungen & Wahlen,Abstimmungen 30. November,Integrationsinitiative,Integrationsinitiative
623,610,3,259,86.33333333333333,_Länder,Asien,Aserbaidschan,,Aserbaidschan
624,404,3,1203,401.0,Sport,Fussball,Servette Genf,,Servette Genf
625,685,3,2451,817.0,Restaurant: Küche,Küche: Kuchen und Gebäck,,,Küche: Kuchen und Gebäck
626,683,3,429,143.0,Restaurant: Küche,Küche: Vegetarisch,,,Küche: Vegetarisch
627,1020,3,4987,1662.3333333333333,_Zeitgeschichte,Überzeit-Analyse,,,Überzeit-Analyse
628,529,3,273,91.0,Sport,Eiskunstlauf,,,Eiskunstlauf
629,667,3,2083,694.3333333333334,Restaurant: Küche,Küche: Gut bürgerlich,,,Küche: Gut bürgerlich
630,641,3,152,50.666666666666664,Mehmets Asien-Küchenexpedition,,,,Mehmets Asien-Küchenexpedition
631,299,3,31133,10377.666666666666,_Länder,Afrika,Tunesien,,Tunesien
632,56,3,147,49.0,Kino,Film-Noir Film,,,Film-Noir Film
633,895,3,76,25.333333333333332,Politik,Abstimmungen & Wahlen,Abstimmungen 30. November,,Abstimmungen 30. November
634,1045,3,3736,1245.3333333333333,Montenegro,,,,Montenegro
635,312,3,370,123.33333333333333,_Länder,Europa,Irland,,Irland
636,313,3,163,54.333333333333336,_Länder,Europa,Niederlande,,Niederlande
637,743,3,853,284.3333333333333,_Textformen & feste Rubriken,Adventskalender,,,Adventskalender
638,828,3,1452,484.0,Streik,,,,Streik
639,118,3,888,296.0,Region der Schweiz,Kanton St. Gallen,,,Kanton St. Gallen
640,69,3,226,75.33333333333333,Kino,Western Film,,,Western Film
641,796,3,233,77.66666666666667,Jurafrage,,,,Jurafrage
642,746,3,189,63.0,_Textformen & feste Rubriken,Herausgefordert im 2013,,,Herausgefordert im 2013
643,124,3,220,73.33333333333333,Region der Schweiz,Kanton Zug,,,Kanton Zug
644,715,3,286,95.33333333333333,_Textformen & feste Rubriken,Videointerviews Regierungskandidaten,,,Videointerviews Regierungskandidaten
645,51,3,1006,335.3333333333333,Kino,Crime Film,,,Crime Film
646,256,3,247,82.33333333333333,_Zeitgeschichte,Fukushima,,,Fukushima
647,747,3,445,148.33333333333334,Sport,Olympische Spiele,Olympische Winterspiele 2022,,Olympische Winterspiele 2022
648,106,2,301,150.5,Region der Schweiz,Kanton Freiburg,,,Kanton Freiburg
649,488,2,159,79.5,_Jahreszeiten,,,,_Jahreszeiten
650,492,2,766,383.0,_Jahreszeiten,Herbst,,,Herbst
651,985,2,2124,1062.0,Politik,_Organe,Bundesverwaltung,,Bundesverwaltung
652,112,2,160,80.0,Region der Schweiz,Kanton Neuenburg,,,Kanton Neuenburg
653,115,2,1210,605.0,Region der Schweiz,Kanton Schaffhausen,,,Kanton Schaffhausen
654,512,2,2934,1467.0,_Personen,Nicolas Sarkozy,,,Nicolas Sarkozy
655,493,2,52,26.0,_Personen,Dario Cologna,,,Dario Cologna
656,149,2,1392,696.0,_Firmen,UBS,,,UBS
657,111,2,269,134.5,Region der Schweiz,Kanton Luzern,,,Kanton Luzern
658,448,2,337,168.5,_Länder,Europa,Island,,Island
659,108,2,71,35.5,Region der Schweiz,Kanton Glarus,,,Kanton Glarus
660,516,2,1914,957.0,Sport,Motorsport,,,Motorsport
661,531,2,122,61.0,_Firmen,Clariant,,,Clariant
662,1049,2,1150,575.0,_Personen,Donald Trump,,,Donald Trump
663,121,2,48,24.0,Region der Schweiz,Kanton Uri,,,Kanton Uri
664,446,2,250,125.0,_Firmen,Sunrise,,,Sunrise
665,774,2,66,33.0,_Textformen & feste Rubriken,Wir fahren Tram,,,Wir fahren Tram
666,632,2,124,62.0,_Länder,Afrika,Sudan,,Sudan
667,814,2,969,484.5,Politik,Abstimmungen & Wahlen,Abstimmungs-Spickzettel,,Abstimmungs-Spickzettel
668,868,2,53,26.5,_Personen,Paulo Sousa,,,Paulo Sousa
669,723,2,1773,886.5,_Länder,Südamerika,Venezuela,,Venezuela
670,724,2,77,38.5,_Länder,Südamerika,Argentinien,,Argentinien
671,333,2,1172,586.0,_Personen,Simonetta Sommaruga,,,Simonetta Sommaruga
672,729,2,61,30.5,_Personen,Heiko Vogel,,,Heiko Vogel
673,323,2,731,365.5,_Länder,Asien,Südkorea,,Südkorea
674,319,2,939,469.5,_Länder,Europa,Finnland,,Finnland
675,317,2,1789,894.5,_Länder,Europa,Dänemark,,Dänemark
676,374,2,222,111.0,_Personen,Silvia Schenker,,,Silvia Schenker
677,64,2,678,339.0,Kino,Mystery Film,,,Mystery Film
678,62,2,343,171.5,Kino,Musical Film,,,Musical Film
679,751,2,179,89.5,_Länder,Europa,Armenien,,Armenien
680,268,2,154,77.0,Unglücksfälle und Verbrechen,Völkermord,,,Völkermord
681,295,2,858,429.0,_Länder,Europa,Norwegen,,Norwegen
682,754,2,85,42.5,_Zeitgeschichte,Schloss-Initiative,,,Schloss-Initiative
683,279,2,161,80.5,_Personen,Peter Zwick,,,Peter Zwick
684,717,2,88,44.0,_Personen,Elia Rediger,,,Elia Rediger
685,216,2,391,195.5,_Länder,Asien,Japan,,Japan
